dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
0.820677,tcp,-,FIN,10,10,608,646,23.151618,254,252,5341.931152,5673.364746,2,3,91.186333,75.722891,4848.635871,109.122148,255,3395144805,932193467,255,0.191786,0.119993,0.071793,61,65,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Exploits,1
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,35,35,22,35,0,0,0,35,35,0,Generic,1
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,7,6,2,6,0,0,0,6,15,0,Generic,1
8e-06,sat-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,7,0,0,0,2,6,0,Analysis,1
0.006447,tcp,-,FIN,18,18,4232,2456,5428.881681,31,29,4959826.5,2878858.5,7,7,0.358412,0.347294,19.023554,0.500023,255,849281095,852457729,255,0.000671,0.000538,0.000133,235,136,0,0,13,0,5,1,1,3,0,0,0,4,7,0,Normal,0
1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,7,7,3,7,0,0,0,7,15,0,Generic,1
1.207251,tcp,-,FIN,34,12,34230,526,37.274769,254,252,220163.0,3200.660156,14,1,36.583363,102.064367,3701.652711,121.706312,255,525221611,4022120471,255,0.100521,0.035202,0.065319,1007,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0
1.1e-05,udp,-,INT,2,0,1064,0,90909.0902,254,0,386909088.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,28,2,14,14,1,28,0,0,0,14,28,0,Fuzzers,1
0.846593,tcp,ftp,FIN,52,54,2934,3742,124.026536,31,29,27196.06641,34708.53125,11,15,16.59347,15.962925,1415.215514,52.575586,255,509142008,510200158,255,0.001785,0.000554,0.001231,56,69,0,0,1,0,4,1,1,3,1,1,0,6,1,0,Normal,0
1.423972,tcp,ftp,FIN,64,20,68216,1026,58.287663,254,252,377260.2188,5477.635742,29,4,22.602731,71.457945,2231.315039,100.705313,255,3474406556,1274885800,255,0.114859,0.055025,0.059834,1066,51,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Fuzzers,1
1.734,tcp,-,FIN,18,18,1030,3330,20.184545,62,252,4489.042969,14509.80371,6,7,102.0,96.984,5027.554746,112.370375,255,921696525,2877131101,255,0.132464,0.084653,0.047811,57,185,0,0,2,1,2,1,1,2,0,0,0,2,3,0,Exploits,1
8e-06,vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,1,1,4,0,0,0,2,3,0,DoS,1
0.606126,tcp,-,FIN,10,6,2516,268,24.747329,254,252,29894.77344,2956.480957,2,1,65.790556,105.428797,3388.309096,165.608266,255,1751714665,3419918058,255,0.146819,0.078979,0.06784,252,45,0,0,3,1,2,2,1,3,0,0,0,2,3,0,Normal,0
9e-06,any,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
2.480418,tcp,-,FIN,36,14,34706,1018,19.754735,254,252,108826.8203,3051.098633,15,2,72.950149,179.997078,7186.528438,241.414297,255,3234559397,3805667439,255,0.212959,0.140455,0.072504,964,73,0,0,7,1,5,1,1,5,0,0,0,5,5,0,Normal,0
4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,45,2,33,33,20,45,0,0,0,33,45,0,Generic,1
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,6,6,3,29,0,0,0,6,29,0,Generic,1
1.009856,tcp,http,FIN,14,18,1684,10168,30.697446,31,29,12389.88574,76082.13281,3,5,77.653538,59.373588,8766.155995,7674.523761,255,2417505205,2422739572,255,0.000633,0.000497,0.000136,120,565,1,3924,3,0,1,1,1,1,0,0,1,1,3,0,Normal,0
9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,5,2,1,1,1,2,0,0,0,2,2,0,Normal,0
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.688,0.0,10.954514,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,3,7,0,Exploits,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,4,4,4,34,0,0,0,4,34,0,Generic,1
1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,4,7,0,0,0,8,14,0,Generic,1
7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,2,2,2,2,0,0,0,2,12,0,Analysis,1
0.50205,tcp,-,FIN,16,18,1540,1644,65.730507,31,29,23009.66211,24746.54102,4,4,33.444134,29.504646,2177.409033,53.648574,255,1889764550,1934422575,255,0.00062,0.00047,0.00015,96,91,0,0,8,0,7,4,1,7,0,0,0,10,5,0,Normal,0
0.001111,udp,dns,CON,2,2,146,178,2700.270121,31,29,525652.5625,640864.125,0,0,0.004,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,2,3,1,1,0,0,0,12,3,0,Normal,0
0.815378,tcp,http,FIN,10,8,836,1094,20.849225,62,252,7387.984375,9399.321289,2,2,90.580667,103.773141,4779.991936,174.672156,255,2700001451,3242877272,255,0.164392,0.088963,0.075429,84,137,1,140,6,1,2,2,2,6,0,0,4,2,6,0,Normal,0
9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,1,1,1,2,0,0,0,1,4,0,Normal,0
1.543623,tcp,-,FIN,10,8,888,354,11.013052,254,252,4146.090332,1606.609985,2,1,171.410889,204.875,9830.282165,390.369875,255,1905506113,2197543784,255,0.194157,0.109495,0.084662,89,44,0,0,2,1,2,2,2,2,0,0,0,3,3,0,Normal,0
0.0136,tcp,-,FIN,44,46,2766,24004,6544.11756,31,29,1590588.25,13813529.0,7,16,0.308093,0.296818,0.0,17.184573,255,3645737624,3656247946,255,0.000671,0.000537,0.000134,63,522,0,0,5,0,1,1,1,1,0,0,0,4,2,0,Normal,0
0.756688,tcp,-,FIN,14,6,8834,268,25.109424,254,252,86725.30469,2368.215088,4,1,58.206769,116.819602,3574.555263,196.504453,255,4073405784,2718794225,255,0.296001,0.171861,0.12414,631,45,0,0,4,1,2,1,1,5,0,0,0,2,4,0,Normal,0
1.479107,tcp,-,FIN,14,8,8834,354,14.197756,254,252,44367.30859,1676.687378,4,1,113.777464,189.702859,8564.326162,281.317563,255,3489647442,4078377817,255,0.136964,0.079941,0.057023,631,44,0,0,2,1,2,1,1,2,0,0,0,2,1,0,Normal,0
0.036016,tcp,-,FIN,48,50,2958,32368,2693.247552,31,29,643491.8125,7045980.0,7,18,0.759298,0.738812,47.939706,45.781642,255,3135746810,3136021387,255,0.000814,0.000543,0.000271,62,647,0,0,7,0,1,1,1,1,0,0,0,2,4,0,Normal,0
1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,4,4,4,4,0,0,0,4,13,0,Generic,1
0.640993,tcp,-,FIN,10,6,534,268,23.401192,254,252,6003.185547,2795.662354,2,1,66.744778,108.288797,3321.718468,147.693781,255,407372163,2528589682,255,0.170356,0.099546,0.07081,53,45,0,0,3,1,2,2,1,3,0,0,0,2,3,0,Normal,0
0.018675,tcp,-,FIN,16,18,1540,1644,1767.068323,31,29,618581.0,665274.4375,4,4,1.223733,1.071177,75.331139,2.065748,255,55978742,2208088822,255,0.000584,0.000461,0.000123,96,91,0,0,10,0,7,5,1,5,0,0,0,7,8,0,Normal,0
0.17499,tcp,-,FIN,38,40,2438,20718,440.025148,31,29,108531.9141,923527.0625,7,13,4.720838,4.470872,276.709555,272.87702,255,1619170829,3769079959,255,0.000752,0.000615,0.000137,64,518,0,0,6,0,2,1,1,1,0,0,0,2,11,0,Normal,0
1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,20,20,12,34,0,0,0,20,34,0,Generic,1
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,DoS,1
8e-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,10,6,3,1,1,8,0,0,0,4,7,0,Normal,0
1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,Generic,1
2.014737,tcp,-,FIN,10,8,2516,354,8.437826,254,252,8993.730469,1230.929932,2,1,223.859667,263.039719,13022.86299,503.072844,255,1668250783,2440771206,255,0.279803,0.172727,0.107076,252,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
1.502748,tcp,-,FIN,10,8,2516,354,11.312609,254,252,12057.91016,1650.309937,2,1,166.972,195.457,9100.399269,325.310437,255,43815271,967462988,255,0.236549,0.133934,0.102615,252,44,0,0,4,1,1,1,1,1,0,0,0,1,1,0,Normal,0
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,15,15,15,15,0,0,0,15,15,0,Generic,1
1.009933,tcp,-,FIN,122,126,7818,15828,244.570681,31,29,61421.89844,124388.4531,30,32,8.34376,8.075352,554.589155,547.759065,255,1538071759,3684328297,255,0.000604,0.000511,9.3e-05,64,126,0,0,4,0,1,1,1,1,0,0,0,2,5,0,Normal,0
1e-05,sun-nd,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,2,2,2,2,0,0,0,2,12,0,Analysis,1
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,18,18,18,38,0,0,0,18,38,0,Generic,1
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,7,7,4,7,0,0,0,7,11,0,Generic,1
0.051905,tcp,-,FIN,16,18,1540,1644,635.776916,31,29,222560.4531,239360.375,4,4,3.439533,2.990471,262.782025,7.749396,255,1239703877,3407007026,255,0.001181,0.001057,0.000124,96,91,0,0,7,0,2,1,1,1,0,0,0,2,3,0,Normal,0
1e-05,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,4,4,4,4,0,0,0,11,12,0,Exploits,1
0.010966,tcp,-,FIN,36,38,2334,16290,6656.939542,31,29,1656027.75,11571767.0,7,12,0.303886,0.280432,18.263581,17.083324,255,724726737,2870416712,255,0.000724,0.000579,0.000145,65,429,0,0,8,0,4,1,1,1,0,0,0,9,2,0,Normal,0
1.595303,tcp,-,FIN,10,8,526,354,10.656282,254,252,2376.977783,1554.563599,2,1,167.970333,212.922422,9625.250882,405.210625,255,2893059853,2693807739,255,0.202673,0.104837,0.097836,53,44,0,0,1,1,1,1,1,1,0,0,0,1,5,0,Normal,0
1.5e-05,udp,-,INT,2,0,1278,0,66666.66835,254,0,340800000.0,0.0,0,0,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,639,0,0,0,15,2,30,8,1,14,0,0,0,9,14,0,Normal,0
0.69311,tcp,-,FIN,10,8,588,354,24.527132,254,252,6117.35498,3578.075684,2,1,72.645333,87.773289,4059.099955,154.774516,255,3479693749,1025456105,255,0.164448,0.078692,0.085756,59,44,0,0,8,1,1,1,1,5,0,0,0,1,5,0,Normal,0
0.433083,tcp,-,FIN,12,8,994,736,43.871498,254,252,16846.65625,11896.10352,3,2,36.571362,56.302715,1797.582046,67.00175,255,2124138746,155914430,255,0.068928,0.038953,0.029975,83,92,0,0,4,1,3,2,1,2,0,0,0,2,4,0,Fuzzers,1
1.3e-05,udp,-,INT,2,0,1358,0,76923.07779,254,0,417846144.0,0.0,0,0,0.013,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,679,0,0,0,34,2,16,15,1,16,0,0,0,16,34,0,Fuzzers,1
2.631878,tcp,-,FIN,10,8,748,354,6.459266,254,252,2048.727295,942.292969,2,1,292.342222,372.824844,18639.73593,581.016938,255,1341694613,980511234,255,0.061247,0.022095,0.039152,75,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
2.161558,tcp,-,CON,6,2,998,86,3.238405,62,252,3079.260498,159.14447,2,1,432.3116,0.008,23066.79139,0.0,255,3466658923,2036185353,255,0.677525,0.607518,0.070007,166,43,0,0,5,3,1,1,1,2,0,0,0,2,2,0,Normal,0
0.308396,tcp,http,FIN,10,8,1098,1964,55.123929,254,252,25655.32617,44592.01563,2,2,34.266222,33.731855,1785.639496,58.974562,255,2041953229,464298172,255,0.103062,0.056309,0.046753,110,246,1,566,3,1,3,3,1,3,0,0,1,3,3,0,Generic,1
0.869564,tcp,-,FIN,28,30,4192,3080,65.550092,31,29,37195.65234,27397.63867,7,7,32.191703,29.964104,1771.709299,44.876668,255,922411585,3274185094,255,0.000902,0.000601,0.000301,150,103,0,0,11,0,1,1,1,1,0,0,0,5,6,0,Normal,0
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,7,7,4,7,0,0,0,7,11,0,Generic,1
0.172872,tcp,-,FIN,16,18,1540,1644,190.892676,31,29,66824.00781,71868.20313,4,4,11.503867,10.138529,803.802029,16.666016,255,4285690057,44743974,255,0.000637,0.000507,0.00013,96,91,0,0,11,0,7,6,1,6,0,0,0,7,10,0,Normal,0
0.202197,tcp,-,FIN,10,6,610,268,74.185077,254,252,21721.39063,8862.643555,2,1,21.608,38.963398,1128.762889,62.249563,255,483892153,3552197575,255,0.051587,0.007376,0.044211,61,45,0,0,8,1,1,1,1,1,0,0,0,1,8,0,Fuzzers,1
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,7,7,3,7,0,0,0,8,10,0,Generic,1
0.001121,udp,dns,CON,2,2,146,178,2676.181891,31,29,520963.4063,635147.1875,0,0,0.01,0.001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,10,1,1,1,0,0,0,2,2,0,Normal,0
1e-05,udp,-,INT,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,5,1,0,Reconnaissance,1
0.021133,tcp,smtp,FIN,52,40,37232,3276,4306.061603,31,29,13823309.0,1209482.75,18,8,0.407451,0.527897,22.567546,1.040844,255,3321306536,1172873379,255,0.000704,0.000538,0.000166,716,82,0,0,1,0,2,1,1,1,0,0,0,1,2,0,Normal,0
4e-06,leaf-2,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,4,6,0,DoS,1
0.001699,udp,-,CON,4,4,528,304,4120.070594,31,29,1864626.25,1073572.625,0,0,0.441333,0.212333,0.617068,0.291804,0,0,0,0,0.0,0.0,0.0,132,76,0,0,17,0,4,1,1,4,0,0,0,6,17,0,Normal,0
0.330065,tcp,-,FIN,10,6,2562,268,45.445592,254,252,55892.01953,5429.233398,2,1,29.907889,62.443199,1473.377151,81.958148,255,823787681,2301486381,255,0.082932,0.017839,0.065093,256,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,24,24,24,31,0,0,0,24,31,0,Generic,1
1.592941,tcp,ftp,FIN,14,12,2740,682,15.694241,254,252,12781.38965,3143.870361,6,3,7281.510571,8488.019,848435.1736,27706.286,255,2014635360,685521474,255,0.188668,0.103289,0.085379,196,57,0,0,2,1,2,2,2,2,0,0,0,3,2,0,Fuzzers,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,20,18,0,Generic,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,51,2,35,35,19,51,0,0,0,35,51,0,Generic,1
0.001038,udp,dns,CON,2,2,146,178,2890.173445,31,29,562620.4375,685934.5,0,0,0.011,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,1,1,1,1,0,0,0,1,1,0,Normal,0
5e-06,udp,-,INT,2,0,1064,0,200000.0051,254,0,851200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,2,2,2,1,1,1,0,0,0,5,2,0,Normal,0
7e-06,tcp,-,REQ,2,0,90,0,142857.1409,254,0,51428572.0,0.0,1,0,0.007,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,4,6,1,1,1,4,0,0,0,1,4,0,Normal,0
0.389812,tcp,smtp,FIN,52,42,37496,3380,238.576549,31,29,754722.8125,67724.95313,18,8,7.636117,9.496049,700.956291,23.308656,255,3739349267,3740349214,255,0.00062,0.000471,0.000149,721,80,0,0,2,0,6,1,1,2,0,0,0,8,1,0,Normal,0
3.3e-05,udp,-,INT,2,0,1064,0,30303.03007,254,0,128969696.0,0.0,0,0,0.033,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,5,2,3,2,1,4,0,0,0,3,9,0,Normal,0
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
1.494039,tcp,http,FIN,10,8,816,1060,11.378551,62,252,3935.640137,4969.080078,2,2,166.004333,190.932719,9305.671303,372.815125,255,3113963139,1614863133,255,0.212749,0.110638,0.102111,82,133,1,128,4,1,1,1,1,4,0,0,1,1,4,0,Normal,0
0.360988,tcp,-,FIN,202,396,11722,495632,1653.794627,31,29,258490.5938,10956176.0,19,178,1.794393,0.9126,106.487841,52.750045,255,1476106320,1479735754,255,0.000658,0.000508,0.00015,58,1252,0,0,8,0,1,1,1,1,0,0,0,5,11,0,Normal,0
0.082628,tcp,-,FIN,84,86,4862,79882,2045.311596,31,29,465217.625,7644285.5,7,36,0.991843,0.9658,61.501609,60.722881,255,832772319,841451546,255,0.000665,0.000531,0.000134,58,929,0,0,3,0,1,1,1,1,0,0,0,5,5,0,Normal,0
0.551177,tcp,http,FIN,10,10,808,5534,34.471684,62,252,10566.47852,72296.19531,2,3,61.241889,47.331444,3024.363799,3182.278452,255,2799285553,780046073,255,0.150672,0.076919,0.073753,81,553,1,2325,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,18,43,0,0,0,44,43,0,Generic,1
1.747148,tcp,http,FIN,10,10,808,1094,10.874866,62,252,3333.432373,4510.20752,2,2,194.127556,178.605328,11138.98531,368.366469,255,2127947769,1546779919,255,0.203515,0.112018,0.091497,81,109,1,68,1,1,1,1,1,1,0,0,1,2,1,0,DoS,1
8e-06,compaq-peer,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,DoS,1
1.838415,tcp,-,FIN,10,8,1506,354,9.247096,254,252,5900.734863,1348.988159,2,1,204.268333,251.029,11745.38969,392.150344,255,1580691540,2118569347,255,0.166707,0.080505,0.086202,151,44,0,0,4,1,1,1,1,2,0,0,0,1,2,0,Normal,0
0.798423,tcp,-,FIN,10,8,564,354,21.291972,254,252,5090.033691,3106.123047,2,1,88.713667,102.51557,6524.417742,154.564844,255,228804291,3961834195,255,0.128299,0.061949,0.06635,56,44,0,0,1,1,1,1,1,1,0,0,0,10,1,0,Reconnaissance,1
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,5,2,5,4,4,4,0,0,0,4,5,0,Generic,1
0.302352,tcp,http,FIN,10,8,1278,1832,56.225854,62,252,30454.56836,42414.13672,2,2,33.594667,41.911,1746.959475,59.553102,255,2283323113,1499614401,255,0.05717,0.008256,0.048914,128,229,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Generic,1
4e-06,udp,-,INT,2,0,208,0,250000.0006,254,0,208000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,16,2,4,4,1,4,0,0,0,4,16,0,Fuzzers,1
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,2,5,4,4,4,0,0,0,4,4,0,Generic,1
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,35,35,22,35,0,0,0,35,35,0,Generic,1
